Blender 2.82 (sub 7) (hash 375c7dc4caf4 built 2020-03-12 05:30:40)
found bundled python: /usr/local/blender/2.82/python
Read blend: /blender/scene.blend
Fra:1 Mem:78.46M (0.00M, Peak 78.46M) | Time:00:00.00 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Cube
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Synchronizing object | Plane
Fra:1 Mem:78.47M (0.00M, Peak 78.47M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Initializing
Fra:1 Mem:78.28M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Waiting for render to start
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Loading render kernels (may take a few minutes the first time)
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene
Fra:1 Mem:78.30M (0.00M, Peak 78.50M) | Time:00:00.01 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Shaders
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Background
Fra:1 Mem:78.80M (0.00M, Peak 78.80M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes Flags
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Copying Transformations to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects | Applying Static Transformations
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Hair settings | Copying Hair settings to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Particle Systems | Copying Particles to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Meshes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing attributes
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Attributes to device
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Building BVH
Fra:1 Mem:78.80M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh BVH Cube 1/1 | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Building BVH
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH triangles and strands
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Packing BVH nodes
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Scene BVH | Copying BVH to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Computing normals
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Mesh | Copying Mesh to device
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Objects Flags
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Images
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Camera Volume
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Lights | Computing distribution
Fra:1 Mem:78.81M (0.00M, Peak 79.05M) | Time:00:00.10 | Mem:0.26M, Peak:0.26M | Scene, View Layer | Updating Integrator
Fra:1 Mem:80.08M (0.00M, Peak 80.08M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Film
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.28M, Peak:1.53M | Scene, View Layer | Updating Lookup Tables
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Baking
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory | Compiling render kernels
Fra:1 Mem:80.09M (0.00M, Peak 80.34M) | Time:00:00.10 | Mem:1.53M, Peak:1.53M | Scene, View Layer | Updating Device | Writing constant memory
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.12 | Remaining:00:26.66 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 205/510 Tiles, Denoised 166 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:17.16 | Remaining:00:26.66 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 205/510 Tiles, Denoised 167 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.23 | Remaining:00:26.60 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 206/510 Tiles, Denoised 167 tiles
Fra:1 Mem:149.08M (0.00M, Peak 150.87M) | Time:00:17.41 | Remaining:00:26.85 | Mem:70.52M, Peak:72.17M | Scene, View Layer | Rendered 206/510 Tiles, Denoised 168 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.48 | Remaining:00:26.78 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 207/510 Tiles, Denoised 168 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:17.65 | Remaining:00:27.00 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 207/510 Tiles, Denoised 169 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.71 | Remaining:00:26.91 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 208/510 Tiles, Denoised 169 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.74 | Remaining:00:26.91 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 208/510 Tiles, Denoised 170 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:17.77 | Remaining:00:26.83 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 208/510 Tiles, Denoised 171 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.80 | Remaining:00:26.73 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 209/510 Tiles, Denoised 171 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:17.84 | Remaining:00:26.66 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 209/510 Tiles, Denoised 172 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.85 | Remaining:00:26.60 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 210/510 Tiles, Denoised 172 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:17.90 | Remaining:00:26.54 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 211/510 Tiles, Denoised 172 tiles
Fra:1 Mem:149.07M (0.00M, Peak 150.87M) | Time:00:17.95 | Remaining:00:26.57 | Mem:70.51M, Peak:72.17M | Scene, View Layer | Rendered 211/510 Tiles, Denoised 173 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.01 | Remaining:00:26.49 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 212/510 Tiles, Denoised 173 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.06 | Remaining:00:26.51 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 212/510 Tiles, Denoised 174 tiles
Fra:1 Mem:149.05M (0.00M, Peak 150.87M) | Time:00:18.11 | Remaining:00:26.46 | Mem:70.49M, Peak:72.17M | Scene, View Layer | Rendered 212/510 Tiles, Denoised 175 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.13 | Remaining:00:26.36 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 213/510 Tiles, Denoised 175 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.19 | Remaining:00:26.31 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 214/510 Tiles, Denoised 175 tiles
Fra:1 Mem:149.06M (0.00M, Peak 150.87M) | Time:00:18.38 | Remaining:00:26.54 | Mem:70.51M, Peak:72.17M | Scene, View Layer | Rendered 214/510 Tiles, Denoised 176 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.44 | Remaining:00:26.46 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 215/510 Tiles, Denoised 176 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.56 | Remaining:00:26.59 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 215/510 Tiles, Denoised 177 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.62 | Remaining:00:26.50 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 215/510 Tiles, Denoised 178 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.63 | Remaining:00:26.47 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 215/510 Tiles, Denoised 179 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.63 | Remaining:00:26.43 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 216/510 Tiles, Denoised 179 tiles
Fra:1 Mem:148.56M (0.00M, Peak 150.87M) | Time:00:18.66 | Remaining:00:26.25 | Mem:70.01M, Peak:72.17M | Scene, View Layer | Rendered 216/510 Tiles, Denoised 180 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.69 | Remaining:00:26.13 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 217/510 Tiles, Denoised 180 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.70 | Remaining:00:26.07 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 218/510 Tiles, Denoised 180 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.73 | Remaining:00:26.02 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 219/510 Tiles, Denoised 180 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:18.78 | Remaining:00:26.04 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 219/510 Tiles, Denoised 181 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:18.87 | Remaining:00:26.00 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 220/510 Tiles, Denoised 181 tiles
Fra:1 Mem:149.22M (0.00M, Peak 150.87M) | Time:00:18.93 | Remaining:00:26.04 | Mem:70.67M, Peak:72.17M | Scene, View Layer | Rendered 220/510 Tiles, Denoised 182 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:18.97 | Remaining:00:26.04 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 220/510 Tiles, Denoised 183 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:19.06 | Remaining:00:25.89 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 221/510 Tiles, Denoised 183 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.10 | Remaining:00:25.88 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 222/510 Tiles, Denoised 183 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.24 | Remaining:00:26.04 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 222/510 Tiles, Denoised 184 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.36 | Remaining:00:26.04 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 223/510 Tiles, Denoised 184 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.49 | Remaining:00:26.17 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 223/510 Tiles, Denoised 185 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.54 | Remaining:00:26.14 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 223/510 Tiles, Denoised 186 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.54 | Remaining:00:26.11 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 223/510 Tiles, Denoised 187 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.57 | Remaining:00:26.06 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 223/510 Tiles, Denoised 188 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.63 | Remaining:00:25.78 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 224/510 Tiles, Denoised 188 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.67 | Remaining:00:25.69 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 225/510 Tiles, Denoised 188 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.68 | Remaining:00:25.68 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 226/510 Tiles, Denoised 188 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.70 | Remaining:00:25.61 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 226/510 Tiles, Denoised 189 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.70 | Remaining:00:25.62 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 227/510 Tiles, Denoised 189 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:19.83 | Remaining:00:25.62 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 228/510 Tiles, Denoised 189 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:19.98 | Remaining:00:25.78 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 228/510 Tiles, Denoised 190 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:20.00 | Remaining:00:25.76 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 228/510 Tiles, Denoised 191 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.12 | Remaining:00:25.61 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 229/510 Tiles, Denoised 191 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.12 | Remaining:00:25.59 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 230/510 Tiles, Denoised 191 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.21 | Remaining:00:25.53 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 231/510 Tiles, Denoised 191 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.27 | Remaining:00:25.58 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 231/510 Tiles, Denoised 192 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.50 | Remaining:00:25.82 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 231/510 Tiles, Denoised 193 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.52 | Remaining:00:25.79 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 231/510 Tiles, Denoised 194 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.53 | Remaining:00:25.70 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 231/510 Tiles, Denoised 195 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.57 | Remaining:00:25.54 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 232/510 Tiles, Denoised 195 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.60 | Remaining:00:25.40 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 233/510 Tiles, Denoised 195 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:20.61 | Remaining:00:25.38 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 234/510 Tiles, Denoised 195 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:20.66 | Remaining:00:25.41 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 234/510 Tiles, Denoised 196 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:20.68 | Remaining:00:25.36 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 234/510 Tiles, Denoised 197 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.74 | Remaining:00:25.18 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 235/510 Tiles, Denoised 197 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:20.76 | Remaining:00:25.16 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 236/510 Tiles, Denoised 197 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:21.01 | Remaining:00:25.43 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 236/510 Tiles, Denoised 198 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:21.08 | Remaining:00:25.38 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 236/510 Tiles, Denoised 199 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:21.11 | Remaining:00:25.30 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 237/510 Tiles, Denoised 199 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:21.17 | Remaining:00:25.26 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 238/510 Tiles, Denoised 199 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:21.28 | Remaining:00:25.36 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 238/510 Tiles, Denoised 200 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:21.34 | Remaining:00:25.26 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 239/510 Tiles, Denoised 200 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:21.50 | Remaining:00:25.40 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 239/510 Tiles, Denoised 201 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:21.53 | Remaining:00:25.37 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 239/510 Tiles, Denoised 202 tiles
Fra:1 Mem:150.43M (0.00M, Peak 150.87M) | Time:00:21.56 | Remaining:00:25.20 | Mem:71.87M, Peak:72.17M | Scene, View Layer | Rendered 240/510 Tiles, Denoised 202 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:21.59 | Remaining:00:25.15 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 240/510 Tiles, Denoised 203 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:21.60 | Remaining:00:25.13 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 241/510 Tiles, Denoised 203 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:21.60 | Remaining:00:25.09 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 241/510 Tiles, Denoised 204 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:21.64 | Remaining:00:24.93 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 241/510 Tiles, Denoised 205 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:21.67 | Remaining:00:24.78 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 242/510 Tiles, Denoised 205 tiles
Fra:1 Mem:149.92M (0.00M, Peak 150.87M) | Time:00:21.68 | Remaining:00:24.74 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 243/510 Tiles, Denoised 205 tiles
Fra:1 Mem:149.92M (0.00M, Peak 150.87M) | Time:00:21.71 | Remaining:00:24.66 | Mem:71.36M, Peak:72.17M | Scene, View Layer | Rendered 244/510 Tiles, Denoised 205 tiles
Fra:1 Mem:149.92M (0.00M, Peak 150.87M) | Time:00:21.75 | Remaining:00:24.59 | Mem:71.36M, Peak:72.17M | Scene, View Layer | Rendered 245/510 Tiles, Denoised 205 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:22.00 | Remaining:00:24.83 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 245/510 Tiles, Denoised 206 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.01 | Remaining:00:24.81 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 245/510 Tiles, Denoised 207 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:22.07 | Remaining:00:24.71 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 246/510 Tiles, Denoised 207 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.19 | Remaining:00:24.81 | Mem:70.36M, Peak:72.17M | Scene, View Layer | Rendered 246/510 Tiles, Denoised 208 tiles
Fra:1 Mem:149.56M (0.00M, Peak 150.87M) | Time:00:22.27 | Remaining:00:24.74 | Mem:71.01M, Peak:72.17M | Scene, View Layer | Rendered 247/510 Tiles, Denoised 208 tiles
Fra:1 Mem:149.42M (0.00M, Peak 150.87M) | Time:00:22.30 | Remaining:00:24.74 | Mem:70.86M, Peak:72.17M | Scene, View Layer | Rendered 247/510 Tiles, Denoised 209 tiles
Fra:1 Mem:149.92M (0.00M, Peak 150.87M) | Time:00:22.36 | Remaining:00:24.65 | Mem:71.36M, Peak:72.17M | Scene, View Layer | Rendered 248/510 Tiles, Denoised 209 tiles
Fra:1 Mem:148.42M (0.00M, Peak 150.87M) | Time:00:22.40 | Remaining:00:24.65 | Mem:69.87M, Peak:72.17M | Scene, View Layer | Rendered 248/510 Tiles, Denoised 210 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.48 | Remaining:00:24.58 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 249/510 Tiles, Denoised 210 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.53 | Remaining:00:24.60 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 249/510 Tiles, Denoised 211 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.54 | Remaining:00:24.58 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 249/510 Tiles, Denoised 212 tiles
Fra:1 Mem:148.92M (0.00M, Peak 150.87M) | Time:00:22.56 | Remaining:00:24.55 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 249/510 Tiles, Denoised 213 tiles
Fra:1 Mem:149.57M (0.00M, Peak 150.87M) | Time:00:22.64 | Remaining:00:24.33 | Mem:71.01M, Peak:72.17M | Scene, View Layer | Rendered 250/510 Tiles, Denoised 213 tiles
Fra:1 Mem:149.58M (0.00M, Peak 150.87M) | Time:00:22.71 | Remaining:00:24.30 | Mem:71.02M, Peak:72.17M | Scene, View Layer | Rendered 251/510 Tiles, Denoised 213 tiles
Fra:1 Mem:150.08M (0.00M, Peak 150.87M) | Time:00:22.72 | Remaining:00:24.27 | Mem:71.52M, Peak:72.17M | Scene, View Layer | Rendered 252/510 Tiles, Denoised 213 tiles
Fra:1 Mem:149.93M (0.00M, Peak 150.87M) | Time:00:22.86 | Remaining:00:24.27 | Mem:71.37M, Peak:72.17M | Scene, View Layer | Rendered 253/510 Tiles, Denoised 213 tiles
Fra:1 Mem:149.43M (0.00M, Peak 150.87M) | Time:00:22.87 | Remaining:00:24.23 | Mem:70.87M, Peak:72.17M | Scene, View Layer | Rendered 253/510 Tiles, Denoised 214 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:22.97 | Remaining:00:24.30 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 253/510 Tiles, Denoised 215 tiles
Fra:1 Mem:149.72M (0.00M, Peak 150.87M) | Time:00:23.11 | Remaining:00:24.29 | Mem:71.17M, Peak:72.17M | Scene, View Layer | Rendered 254/510 Tiles, Denoised 215 tiles
Fra:1 Mem:148.93M (0.00M, Peak 150.87M) | Time:00:23.17 | Remaining:00:24.33 | Mem:70.37M, Peak:72.17M | Scene, View Layer | Rendered 254/510 Tiles, Denoised 216 tiles
